Username,Direction,Task,Score,,Average of Score,Column Labels,,,,,,,,,,,,
w966692,B,JOL,50,,,,,,,,,,,,,,,
w993605,B,JOL,80,,,,,,,,,,,,,,,
w999292,B,JOL,0,,,,,,,,,,,,,,,
996485,S,JOL,40,,,,,,,,,,,,,,,
w10009222,S,JOL,74,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,45,,,,,,,,,,,,,,,
w10020327AD,S,JOL,35,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,100,,,,,,,,,,,,,,,
w945925,S,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,80,,,,,,,,,,,,,,,
w966692,S,JOL,100,,,,,,,,,,,,,,,
w993605,S,JOL,98,,,,,,,,,,,,,,,
w999292,S,JOL,50,,,,,,,,,,,,,,,
996485,U,JOL,1,,,,,,,,,,,,,,,
w10009222,U,JOL,13,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,12,,,,,,,,,,,,,,,
w10020327AD,U,JOL,2,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,60,,,,,,,,,,,,,,,
w945925,U,JOL,0,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,10,,,,,,,,,,,,,,,
w966692,U,JOL,50,,,,,,,,,,,,,,,
w993605,U,JOL,10,,,,,,,,,,,,,,,
w999292,U,JOL,30,,,,,,,,,,,,,,,
996485,S,JOL,50,,,,,,,,,,,,,,,
w10009222,S,JOL,55,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,100,,,,,,,,,,,,,,,
w10020327AD,S,JOL,87,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,89,,,,,,,,,,,,,,,
w945925,S,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,60,,,,,,,,,,,,,,,
w966692,S,JOL,100,,,,,,,,,,,,,,,
w993605,S,JOL,90,,,,,,,,,,,,,,,
w999292,S,JOL,80,,,,,,,,,,,,,,,
996485,U,JOL,10,,,,,,,,,,,,,,,
w10009222,U,JOL,12,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,30,,,,,,,,,,,,,,,
w10020327AD,U,JOL,30,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,70,,,,,,,,,,,,,,,
w945925,U,JOL,85,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,1,,,,,,,,,,,,,,,
w966692,U,JOL,10,,,,,,,,,,,,,,,
w993605,U,JOL,30,,,,,,,,,,,,,,,
w999292,U,JOL,50,,,,,,,,,,,,,,,
996485,B,JOL,20,,,,,,,,,,,,,,,
w10009222,B,JOL,35,,,,,,,,,,,,,,,
w10012887_cch,B,JOL,30,,,,,,,,,,,,,,,
w10020327AD,B,JOL,35,,,,,,,,,,,,,,,
w10058392_JA,B,JOL,100,,,,,,,,,,,,,,,
w945925,B,JOL,90,,,,,,,,,,,,,,,
w961986_ARR,B,JOL,50,,,,,,,,,,,,,,,
w966692,B,JOL,15,,,,,,,,,,,,,,,
w993605,B,JOL,93,,,,,,,,,,,,,,,
w999292,B,JOL,60,,,,,,,,,,,,,,,
996485,U,JOL,1,,,,,,,,,,,,,,,
w10009222,U,JOL,1,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,90,,,,,,,,,,,,,,,
w10020327AD,U,JOL,0,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,10,,,,,,,,,,,,,,,
w945925,U,JOL,0,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,0,,,,,,,,,,,,,,,
w966692,U,JOL,0,,,,,,,,,,,,,,,
w993605,U,JOL,10,,,,,,,,,,,,,,,
w999292,U,JOL,40,,,,,,,,,,,,,,,
996485,F,JOL,65,,,,,,,,,,,,,,,
w10009222,F,JOL,88,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,30,,,,,,,,,,,,,,,
w10020327AD,F,JOL,90,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,89,,,,,,,,,,,,,,,
w945925,F,JOL,85,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,85,,,,,,,,,,,,,,,
w966692,F,JOL,100,,,,,,,,,,,,,,,
w993605,F,JOL,97,,,,,,,,,,,,,,,
w999292,F,JOL,100,,,,,,,,,,,,,,,
996485,S,JOL,50,,,,,,,,,,,,,,,
w10009222,S,JOL,67,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,35,,,,,,,,,,,,,,,
w10020327AD,S,JOL,78,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,100,,,,,,,,,,,,,,,
w945925,S,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,100,,,,,,,,,,,,,,,
w966692,S,JOL,90,,,,,,,,,,,,,,,
w993605,S,JOL,90,,,,,,,,,,,,,,,
w999292,S,JOL,80,,,,,,,,,,,,,,,
996485,S,JOL,70,,,,,,,,,,,,,,,
w10009222,S,JOL,45,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,100,,,,,,,,,,,,,,,
w10020327AD,S,JOL,99,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,100,,,,,,,,,,,,,,,
w945925,S,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,80,,,,,,,,,,,,,,,
w966692,S,JOL,10,,,,,,,,,,,,,,,
w993605,S,JOL,40,,,,,,,,,,,,,,,
w999292,S,JOL,70,,,,,,,,,,,,,,,
996485,F,JOL,25,,,,,,,,,,,,,,,
w10009222,F,JOL,43,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,60,,,,,,,,,,,,,,,
w10020327AD,F,JOL,80,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,30,,,,,,,,,,,,,,,
w945925,F,JOL,10,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,75,,,,,,,,,,,,,,,
w966692,F,JOL,0,,,,,,,,,,,,,,,
w993605,F,JOL,70,,,,,,,,,,,,,,,
w999292,F,JOL,0,,,,,,,,,,,,,,,
996485,S,JOL,50,,,,,,,,,,,,,,,
w10009222,S,JOL,77,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,90,,,,,,,,,,,,,,,
w10020327AD,S,JOL,70,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,90,,,,,,,,,,,,,,,
w945925,S,JOL,80,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,95,,,,,,,,,,,,,,,
w966692,S,JOL,50,,,,,,,,,,,,,,,
w993605,S,JOL,70,,,,,,,,,,,,,,,
w999292,S,JOL,50,,,,,,,,,,,,,,,
996485,B,JOL,20,,,,,,,,,,,,,,,
w10009222,B,JOL,30,,,,,,,,,,,,,,,
w10012887_cch,B,JOL,5,,,,,,,,,,,,,,,
w10020327AD,B,JOL,78,,,,,,,,,,,,,,,
w10058392_JA,B,JOL,90,,,,,,,,,,,,,,,
w945925,B,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,B,JOL,95,,,,,,,,,,,,,,,
w966692,B,JOL,90,,,,,,,,,,,,,,,
w993605,B,JOL,30,,,,,,,,,,,,,,,
w999292,B,JOL,60,,,,,,,,,,,,,,,
996485,U,JOL,3,,,,,,,,,,,,,,,
w10009222,U,JOL,1,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,3,,,,,,,,,,,,,,,
w10020327AD,U,JOL,0,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,60,,,,,,,,,,,,,,,
w945925,U,JOL,0,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,20,,,,,,,,,,,,,,,
w966692,U,JOL,0,,,,,,,,,,,,,,,
w993605,U,JOL,1,,,,,,,,,,,,,,,
w999292,U,JOL,0,,,,,,,,,,,,,,,
996485,B,JOL,60,,,,,,,,,,,,,,,
w10009222,B,JOL,12,,,,,,,,,,,,,,,
w10012887_cch,B,JOL,100,,,,,,,,,,,,,,,
w10020327AD,B,JOL,60,,,,,,,,,,,,,,,
w10058392_JA,B,JOL,90,,,,,,,,,,,,,,,
w945925,B,JOL,75,,,,,,,,,,,,,,,
w961986_ARR,B,JOL,70,,,,,,,,,,,,,,,
w966692,B,JOL,50,,,,,,,,,,,,,,,
w993605,B,JOL,70,,,,,,,,,,,,,,,
w999292,B,JOL,40,,,,,,,,,,,,,,,
996485,F,JOL,70,,,,,,,,,,,,,,,
w10009222,F,JOL,76,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,100,,,,,,,,,,,,,,,
w10020327AD,F,JOL,80,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,99,,,,,,,,,,,,,,,
w945925,F,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,90,,,,,,,,,,,,,,,
w966692,F,JOL,100,,,,,,,,,,,,,,,
w993605,F,JOL,97,,,,,,,,,,,,,,,
w999292,F,JOL,50,,,,,,,,,,,,,,,
996485,F,JOL,50,,,,,,,,,,,,,,,
w10009222,F,JOL,89,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,90,,,,,,,,,,,,,,,
w10020327AD,F,JOL,98,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,90,,,,,,,,,,,,,,,
w945925,F,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,90,,,,,,,,,,,,,,,
w966692,F,JOL,50,,,,,,,,,,,,,,,
w993605,F,JOL,99,,,,,,,,,,,,,,,
w999292,F,JOL,30,,,,,,,,,,,,,,,
996485,S,JOL,60,,,,,,,,,,,,,,,
w10009222,S,JOL,52,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,70,,,,,,,,,,,,,,,
w10020327AD,S,JOL,89,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,100,,,,,,,,,,,,,,,
w945925,S,JOL,90,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,99,,,,,,,,,,,,,,,
w966692,S,JOL,75,,,,,,,,,,,,,,,
w993605,S,JOL,95,,,,,,,,,,,,,,,
w999292,S,JOL,30,,,,,,,,,,,,,,,
996485,S,JOL,50,,,,,,,,,,,,,,,
w10009222,S,JOL,44,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,80,,,,,,,,,,,,,,,
w10020327AD,S,JOL,80,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,90,,,,,,,,,,,,,,,
w945925,S,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,80,,,,,,,,,,,,,,,
w966692,S,JOL,75,,,,,,,,,,,,,,,
w993605,S,JOL,95,,,,,,,,,,,,,,,
w999292,S,JOL,60,,,,,,,,,,,,,,,
996485,F,JOL,25,,,,,,,,,,,,,,,
w10009222,F,JOL,20,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,80,,,,,,,,,,,,,,,
w10020327AD,F,JOL,45,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,90,,,,,,,,,,,,,,,
w945925,F,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,80,,,,,,,,,,,,,,,
w966692,F,JOL,50,,,,,,,,,,,,,,,
w993605,F,JOL,90,,,,,,,,,,,,,,,
w999292,F,JOL,50,,,,,,,,,,,,,,,
w10010080YS,U,Recall,0,,,,,,,,,,,,,,,
w10024584,U,Recall,0,,,,,,,,,,,,,,,
w10033288,U,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,U,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,U,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,U,Recall,0,,,,,,,,,,,,,,,
w10061353,U,Recall,0,,,,,,,,,,,,,,,
w10061432,U,Recall,0,,,,,,,,,,,,,,,
w218847JDM,U,Recall,0,,,,,,,,,,,,,,,
w922820,U,Recall,0,,,,,,,,,,,,,,,
W970517,U,Recall,0,,,,,,,,,,,,,,,
w10010080YS,S,Recall,100,,,,,,,,,,,,,,,
w10024584,S,Recall,0,,,,,,,,,,,,,,,
w10033288,S,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,S,Recall,100,,,,,,,,,,,,,,,
w10048478_tn,S,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,S,Recall,0,,,,,,,,,,,,,,,
w10061353,S,Recall,100,,,,,,,,,,,,,,,
w10061432,S,Recall,100,,,,,,,,,,,,,,,
w218847JDM,S,Recall,100,,,,,,,,,,,,,,,
w922820,S,Recall,100,,,,,,,,,,,,,,,
W970517,S,Recall,100,,,,,,,,,,,,,,,
w10010080YS,U,Recall,0,,,,,,,,,,,,,,,
w10024584,U,Recall,0,,,,,,,,,,,,,,,
w10033288,U,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,U,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,U,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,U,Recall,100,,,,,,,,,,,,,,,
w10061353,U,Recall,100,,,,,,,,,,,,,,,
w10061432,U,Recall,0,,,,,,,,,,,,,,,
w218847JDM,U,Recall,0,,,,,,,,,,,,,,,
w922820,U,Recall,0,,,,,,,,,,,,,,,
W970517,U,Recall,0,,,,,,,,,,,,,,,
w10010080YS,U,Recall,0,,,,,,,,,,,,,,,
w10024584,U,Recall,0,,,,,,,,,,,,,,,
w10033288,U,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,U,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,U,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,U,Recall,0,,,,,,,,,,,,,,,
w10061353,U,Recall,100,,,,,,,,,,,,,,,
w10061432,U,Recall,0,,,,,,,,,,,,,,,
w218847JDM,U,Recall,0,,,,,,,,,,,,,,,
w922820,U,Recall,0,,,,,,,,,,,,,,,
W970517,U,Recall,0,,,,,,,,,,,,,,,
w10010080YS,S,Recall,100,,,,,,,,,,,,,,,
w10024584,S,Recall,100,,,,,,,,,,,,,,,
w10033288,S,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,S,Recall,100,,,,,,,,,,,,,,,
w10048478_tn,S,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,S,Recall,100,,,,,,,,,,,,,,,
w10061353,S,Recall,100,,,,,,,,,,,,,,,
w10061432,S,Recall,0,,,,,,,,,,,,,,,
w218847JDM,S,Recall,100,,,,,,,,,,,,,,,
w922820,S,Recall,0,,,,,,,,,,,,,,,
W970517,S,Recall,100,,,,,,,,,,,,,,,
w10010080YS,B,Recall,0,,,,,,,,,,,,,,,
w10024584,B,Recall,0,,,,,,,,,,,,,,,
w10033288,B,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,B,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,B,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,B,Recall,0,,,,,,,,,,,,,,,
w10061353,B,Recall,100,,,,,,,,,,,,,,,
w10061432,B,Recall,0,,,,,,,,,,,,,,,
w218847JDM,B,Recall,0,,,,,,,,,,,,,,,
w922820,B,Recall,0,,,,,,,,,,,,,,,
W970517,B,Recall,0,,,,,,,,,,,,,,,
w10010080YS,S,Recall,100,,,,,,,,,,,,,,,
w10024584,S,Recall,0,,,,,,,,,,,,,,,
w10033288,S,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,S,Recall,100,,,,,,,,,,,,,,,
w10048478_tn,S,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,S,Recall,100,,,,,,,,,,,,,,,
w10061353,S,Recall,100,,,,,,,,,,,,,,,
w10061432,S,Recall,0,,,,,,,,,,,,,,,
w218847JDM,S,Recall,100,,,,,,,,,,,,,,,
w922820,S,Recall,100,,,,,,,,,,,,,,,
W970517,S,Recall,100,,,,,,,,,,,,,,,
w10010080YS,S,Recall,100,,,,,,,,,,,,,,,
w10024584,S,Recall,100,,,,,,,,,,,,,,,
w10033288,S,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,S,Recall,100,,,,,,,,,,,,,,,
w10048478_tn,S,Recall,100,,,,,,,,,,,,,,,
w10049707_slh,S,Recall,100,,,,,,,,,,,,,,,
w10061353,S,Recall,100,,,,,,,,,,,,,,,
w10061432,S,Recall,0,,,,,,,,,,,,,,,
w218847JDM,S,Recall,0,,,,,,,,,,,,,,,
w922820,S,Recall,100,,,,,,,,,,,,,,,
W970517,S,Recall,0,,,,,,,,,,,,,,,
w10010080YS,F,Recall,100,,,,,,,,,,,,,,,
w10024584,F,Recall,0,,,,,,,,,,,,,,,
w10033288,F,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,F,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,F,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,F,Recall,0,,,,,,,,,,,,,,,
w10061353,F,Recall,100,,,,,,,,,,,,,,,
w10061432,F,Recall,0,,,,,,,,,,,,,,,
w218847JDM,F,Recall,100,,,,,,,,,,,,,,,
w922820,F,Recall,100,,,,,,,,,,,,,,,
W970517,F,Recall,0,,,,,,,,,,,,,,,
w10010080YS,S,Recall,100,,,,,,,,,,,,,,,
w10024584,S,Recall,0,,,,,,,,,,,,,,,
w10033288,S,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,S,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,S,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,S,Recall,0,,,,,,,,,,,,,,,
w10061353,S,Recall,100,,,,,,,,,,,,,,,
w10061432,S,Recall,100,,,,,,,,,,,,,,,
w218847JDM,S,Recall,100,,,,,,,,,,,,,,,
w922820,S,Recall,100,,,,,,,,,,,,,,,
W970517,S,Recall,100,,,,,,,,,,,,,,,
w10010080YS,F,Recall,100,,,,,,,,,,,,,,,
w10024584,F,Recall,100,,,,,,,,,,,,,,,
w10033288,F,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,F,Recall,100,,,,,,,,,,,,,,,
w10048478_tn,F,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,F,Recall,100,,,,,,,,,,,,,,,
w10061353,F,Recall,100,,,,,,,,,,,,,,,
w10061432,F,Recall,0,,,,,,,,,,,,,,,
w218847JDM,F,Recall,100,,,,,,,,,,,,,,,
w922820,F,Recall,100,,,,,,,,,,,,,,,
W970517,F,Recall,100,,,,,,,,,,,,,,,
w10010080YS,B,Recall,100,,,,,,,,,,,,,,,
w10024584,B,Recall,0,,,,,,,,,,,,,,,
w10033288,B,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,B,Recall,100,,,,,,,,,,,,,,,
w10048478_tn,B,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,B,Recall,0,,,,,,,,,,,,,,,
w10061353,B,Recall,100,,,,,,,,,,,,,,,
w10061432,B,Recall,0,,,,,,,,,,,,,,,
w218847JDM,B,Recall,100,,,,,,,,,,,,,,,
w922820,B,Recall,0,,,,,,,,,,,,,,,
W970517,B,Recall,0,,,,,,,,,,,,,,,
w10010080YS,U,Recall,0,,,,,,,,,,,,,,,
w10024584,U,Recall,0,,,,,,,,,,,,,,,
w10033288,U,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,U,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,U,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,U,Recall,0,,,,,,,,,,,,,,,
w10061353,U,Recall,0,,,,,,,,,,,,,,,
w10061432,U,Recall,0,,,,,,,,,,,,,,,
w218847JDM,U,Recall,0,,,,,,,,,,,,,,,
w922820,U,Recall,0,,,,,,,,,,,,,,,
W970517,U,Recall,0,,,,,,,,,,,,,,,
w10010080YS,F,Recall,100,,,,,,,,,,,,,,,
w10024584,F,Recall,0,,,,,,,,,,,,,,,
w10033288,F,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,F,Recall,100,,,,,,,,,,,,,,,
w10048478_tn,F,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,F,Recall,0,,,,,,,,,,,,,,,
w10061353,F,Recall,100,,,,,,,,,,,,,,,
w10061432,F,Recall,0,,,,,,,,,,,,,,,
w218847JDM,F,Recall,100,,,,,,,,,,,,,,,
w922820,F,Recall,100,,,,,,,,,,,,,,,
W970517,F,Recall,0,,,,,,,,,,,,,,,
w10010080YS,S,Recall,100,,,,,,,,,,,,,,,
w10024584,S,Recall,100,,,,,,,,,,,,,,,
w10033288,S,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,S,Recall,100,,,,,,,,,,,,,,,
w10048478_tn,S,Recall,100,,,,,,,,,,,,,,,
w10049707_slh,S,Recall,100,,,,,,,,,,,,,,,
w10061353,S,Recall,100,,,,,,,,,,,,,,,
w10061432,S,Recall,100,,,,,,,,,,,,,,,
w218847JDM,S,Recall,100,,,,,,,,,,,,,,,
w922820,S,Recall,0,,,,,,,,,,,,,,,
W970517,S,Recall,100,,,,,,,,,,,,,,,
w10010080YS,B,Recall,100,,,,,,,,,,,,,,,
w10024584,B,Recall,0,,,,,,,,,,,,,,,
w10033288,B,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,B,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,B,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,B,Recall,100,,,,,,,,,,,,,,,
w10061353,B,Recall,0,,,,,,,,,,,,,,,
w10061432,B,Recall,0,,,,,,,,,,,,,,,
w218847JDM,B,Recall,0,,,,,,,,,,,,,,,
w922820,B,Recall,0,,,,,,,,,,,,,,,
W970517,B,Recall,0,,,,,,,,,,,,,,,
w10010080YS,F,Recall,100,,,,,,,,,,,,,,,
w10024584,F,Recall,100,,,,,,,,,,,,,,,
w10033288,F,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,F,Recall,100,,,,,,,,,,,,,,,
w10048478_tn,F,Recall,100,,,,,,,,,,,,,,,
w10049707_slh,F,Recall,100,,,,,,,,,,,,,,,
w10061353,F,Recall,100,,,,,,,,,,,,,,,
w10061432,F,Recall,0,,,,,,,,,,,,,,,
w218847JDM,F,Recall,100,,,,,,,,,,,,,,,
w922820,F,Recall,100,,,,,,,,,,,,,,,
W970517,F,Recall,100,,,,,,,,,,,,,,,
w10010080YS,B,Recall,0,,,,,,,,,,,,,,,
w10024584,B,Recall,0,,,,,,,,,,,,,,,
w10033288,B,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,B,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,B,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,B,Recall,100,,,,,,,,,,,,,,,
w10061353,B,Recall,100,,,,,,,,,,,,,,,
w10061432,B,Recall,0,,,,,,,,,,,,,,,
w218847JDM,B,Recall,0,,,,,,,,,,,,,,,
w922820,B,Recall,0,,,,,,,,,,,,,,,
W970517,B,Recall,100,,,,,,,,,,,,,,,
w10010080YS,U,Recall,100,,,,,,,,,,,,,,,
w10024584,U,Recall,0,,,,,,,,,,,,,,,
w10033288,U,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,U,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,U,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,U,Recall,0,,,,,,,,,,,,,,,
w10061353,U,Recall,100,,,,,,,,,,,,,,,
w10061432,U,Recall,0,,,,,,,,,,,,,,,
w218847JDM,U,Recall,0,,,,,,,,,,,,,,,
w922820,U,Recall,0,,,,,,,,,,,,,,,
W970517,U,Recall,0,,,,,,,,,,,,,,,
w10010080YS,U,Recall,100,,,,,,,,,,,,,,,
w10024584,U,Recall,0,,,,,,,,,,,,,,,
w10033288,U,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,U,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,U,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,U,Recall,0,,,,,,,,,,,,,,,
w10061353,U,Recall,0,,,,,,,,,,,,,,,
w10061432,U,Recall,0,,,,,,,,,,,,,,,
w218847JDM,U,Recall,0,,,,,,,,,,,,,,,
w922820,U,Recall,0,,,,,,,,,,,,,,,
W970517,U,Recall,0,,,,,,,,,,,,,,,
w10010080YS,F,Recall,100,,,,,,,,,,,,,,,
w10024584,F,Recall,100,,,,,,,,,,,,,,,
w10033288,F,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,F,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,F,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,F,Recall,100,,,,,,,,,,,,,,,
w10061353,F,Recall,100,,,,,,,,,,,,,,,
w10061432,F,Recall,0,,,,,,,,,,,,,,,
w218847JDM,F,Recall,100,,,,,,,,,,,,,,,
w922820,F,Recall,100,,,,,,,,,,,,,,,
W970517,F,Recall,100,,,,,,,,,,,,,,,
w10010080YS,U,Recall,0,,,,,,,,,,,,,,,
w10024584,U,Recall,0,,,,,,,,,,,,,,,
w10033288,U,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,U,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,U,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,U,Recall,0,,,,,,,,,,,,,,,
w10061353,U,Recall,0,,,,,,,,,,,,,,,
w10061432,U,Recall,0,,,,,,,,,,,,,,,
w218847JDM,U,Recall,0,,,,,,,,,,,,,,,
w922820,U,Recall,0,,,,,,,,,,,,,,,
W970517,U,Recall,0,,,,,,,,,,,,,,,
w10010080YS,F,Recall,100,,,,,,,,,,,,,,,
w10024584,F,Recall,100,,,,,,,,,,,,,,,
w10033288,F,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,F,Recall,100,,,,,,,,,,,,,,,
w10048478_tn,F,Recall,100,,,,,,,,,,,,,,,
w10049707_slh,F,Recall,100,,,,,,,,,,,,,,,
w10061353,F,Recall,100,,,,,,,,,,,,,,,
w10061432,F,Recall,100,,,,,,,,,,,,,,,
w218847JDM,F,Recall,100,,,,,,,,,,,,,,,
w922820,F,Recall,100,,,,,,,,,,,,,,,
W970517,F,Recall,0,,,,,,,,,,,,,,,
w10010080YS,U,Recall,100,,,,,,,,,,,,,,,
w10024584,U,Recall,0,,,,,,,,,,,,,,,
w10033288,U,Recall,0,,,,,,,,,,,,,,,
w10042962_jkc,U,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,U,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,U,Recall,0,,,,,,,,,,,,,,,
w10061353,U,Recall,0,,,,,,,,,,,,,,,
w10061432,U,Recall,0,,,,,,,,,,,,,,,
w218847JDM,U,Recall,0,,,,,,,,,,,,,,,
w922820,U,Recall,0,,,,,,,,,,,,,,,
W970517,U,Recall,0,,,,,,,,,,,,,,,
w10010080YS,F,Recall,100,,,,,,,,,,,,,,,
w10024584,F,Recall,100,,,,,,,,,,,,,,,
w10033288,F,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,F,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,F,Recall,100,,,,,,,,,,,,,,,
w10049707_slh,F,Recall,100,,,,,,,,,,,,,,,
w10061353,F,Recall,100,,,,,,,,,,,,,,,
w10061432,F,Recall,0,,,,,,,,,,,,,,,
w218847JDM,F,Recall,100,,,,,,,,,,,,,,,
w922820,F,Recall,100,,,,,,,,,,,,,,,
W970517,F,Recall,0,,,,,,,,,,,,,,,
w10010080YS,B,Recall,0,,,,,,,,,,,,,,,
w10024584,B,Recall,0,,,,,,,,,,,,,,,
w10033288,B,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,B,Recall,0,,,,,,,,,,,,,,,
w10048478_tn,B,Recall,0,,,,,,,,,,,,,,,
w10049707_slh,B,Recall,0,,,,,,,,,,,,,,,
w10061353,B,Recall,100,,,,,,,,,,,,,,,
w10061432,B,Recall,0,,,,,,,,,,,,,,,
w218847JDM,B,Recall,0,,,,,,,,,,,,,,,
w922820,B,Recall,0,,,,,,,,,,,,,,,
W970517,B,Recall,0,,,,,,,,,,,,,,,
w10010080YS,S,Recall,100,,,,,,,,,,,,,,,
w10024584,S,Recall,100,,,,,,,,,,,,,,,
w10033288,S,Recall,100,,,,,,,,,,,,,,,
w10042962_jkc,S,Recall,0,,,,,,,,,,,,,,,
